# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  5 10:28:29 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_facility like '%TESS%'
# CONSTRAINT:  and st_teffstr < 4200
# CONSTRAINT:  and st_radstr in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-700 b,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,9.97702000000,0.00024000000,-0.00028000000,0,0.0677000000,0.0011000000,-0.0011000000,0,1.03700000,0.06500000,-0.06400000,0,0.09251494,0.00579891,-0.00570970,0,,,,,,,,,,0.081000,0.095000,-0.058000,0,5.0000,0.6100,-0.5700,0,417.00,12.00,-12.00,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.424000,0.017000,-0.017000,0,0.415000,0.020000,-0.020000,0,-0.0700,0.1100,-0.1100,0,[Fe/H],4.802000,0.038000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.12650000,0.02060000,-0.02060000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-09,2020-07-23
TOI-700 c,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,16.05111000000,0.00006200000,-0.00006300000,0,0.0929000000,0.0015000000,-0.0015000000,0,2.65000000,0.16000000,-0.15000000,0,0.23641716,0.01427424,-0.01338210,0,,,,,,,,,,0.078000,0.075000,-0.056000,0,2.6600,0.3200,-0.2900,0,356.00,10.00,-10.00,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.424000,0.017000,-0.017000,0,0.415000,0.020000,-0.020000,0,-0.0700,0.1100,-0.1100,0,[Fe/H],4.802000,0.038000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.12650000,0.02060000,-0.02060000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-09,2020-07-23
TOI-700 d,TOI-700,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,37.42475000000,0.00036000000,-0.00040000000,0,0.1633000000,0.0026000000,-0.0027000000,0,1.14400000,0.06200000,-0.06100000,0,0.10206084,0.00553127,-0.00544206,0,,,,,,,,,,0.111000,0.140000,-0.078000,0,0.8520,0.1030,-0.0960,0,268.80,7.70,-7.60,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..117R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.424000,0.017000,-0.017000,0,0.415000,0.020000,-0.020000,0,-0.0700,0.1100,-0.1100,0,[Fe/H],4.802000,0.038000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.12650000,0.02060000,-0.02060000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-09,2020-07-23
TOI-762 A b,TOI-762 A,TIC 178709444,Gaia DR2 5362352744504000256,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,3.47168260000,0.00000072000,-0.00000072000,0,0.0341800000,0.0006500000,-0.0006500000,0,8.33948164,0.19055267,-0.19055267,0,0.74400000,0.01700000,-0.01700000,0,79.77493016,13.34879309,-13.34879309,0,0.25100000,0.04200000,-0.04200000,0,Mass,0.083000,,,1,,,,,555.40,6.40,-6.40,0,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,,3266.00,36.00,-36.00,0,0.425000,0.009100,-0.009100,0,0.442000,0.025000,-0.025000,0,0.3570,0.0850,-0.0850,0,[Fe/H],4.827000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m17.94s,166.0747423,-47d49m17.39s,-47.8214964,98.44580000,0.43270000,-0.42910000,16.0000000,0.2000000,-0.2000000,11.0840000,0.0270000,-0.0270000,14.9535000,0.0004710,-0.0004710,2024-07-22,2024-07,2024-07-22
TOI-244 b,TOI-244,TIC 118327550,Gaia DR2 5001098681543159040,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.39722500000,0.00002600000,-0.00002300000,0,0.0559000000,0.0013000000,-0.0013000000,0,1.52000000,0.12000000,-0.12000000,0,0.13560555,0.01070570,-0.01070570,0,2.68000000,0.30000000,-0.30000000,0,0.00843222,0.00094391,-0.00094391,0,Mass,,,,,7.3000,0.4000,-0.4000,0,458.00,20.00,-20.00,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,M2.5 V,3433.00,100.00,-100.00,0,0.426000,0.025000,-0.025000,0,0.428000,0.029000,-0.029000,0,-0.3900,0.0700,-0.0700,0,[Fe/H],4.660000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.03370000,0.03340000,-0.03330000,12.8610000,0.0690000,-0.0690000,7.9700000,0.0290000,-0.0290000,11.5530000,0.0010170,-0.0010170,2023-10-09,2023-05,2023-10-09
TOI-4559 b,TOI-4559,TIC 271169413,Gaia DR2 6173120554255287808,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.96490526655,0.00000927678,-0.00000927678,0,,,,,1.49999347,0.97898330,-0.97898330,0,0.13382068,0.08733919,-0.08733919,0,,,,,,,,,,,,,,17.6157,,,0,522.51,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3476.00,157.00,-157.00,0,0.426767,0.012887,-0.012887,0,,,,,,,,,,4.802320,0.005174,-0.005174,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h04m03.25s,211.0135378,-30d00m50.85s,-30.0141252,31.63540000,0.07385000,-0.07385000,13.1150000,0.0060000,-0.0060000,8.6190000,0.0250000,-0.0250000,12.0797000,0.0005830,-0.0005830,2025-07-29,2017-07,2025-05-05
TOI-762 A b,TOI-762 A,TIC 178709444,Gaia DR2 5362352744504000256,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.47168080203,0.00000329424,-0.00000329424,0,,,,,8.02723405,0.29949307,-0.29949307,0,0.71614309,0.02671903,-0.02671903,0,,,,,,,,,,,,,,17.0012,,,0,517.89,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3399.00,102.00,-102.00,0,0.426785,0.013027,-0.013027,0,,,,,,,,,,4.914680,0.484981,-0.484981,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m17.94s,166.0747423,-47d49m17.39s,-47.8214964,98.44580000,0.43270000,-0.42910000,16.0000000,0.2000000,-0.2000000,11.0840000,0.0270000,-0.0270000,14.9535000,0.0004710,-0.0004710,2025-05-05,2017-07,2025-05-05
TOI-4479 b,TOI-4479,TIC 126606859,Gaia DR2 1841177820379504768,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.15890129424,0.00000770201,-0.00000770201,0,,,,,2.68297219,0.46727428,-0.46727428,0,0.23935916,0.04168749,-0.04168749,0,,,,,,,,,,,,,,88.1856,,,0,781.57,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3449.00,157.00,-157.00,0,0.427389,0.012702,-0.012702,0,,,,,,,,,,4.801760,0.004953,-0.004953,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.65320000,0.25740000,-0.25580000,15.1800000,0.2000000,-0.2000000,10.6470000,0.0190000,-0.0190000,14.1309000,0.0004990,-0.0004990,2023-03-28,2017-07,2023-03-28
TOI-654.01,TOI-654,TIC 35009898,Gaia DR2 3788670679927991296,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.52756389781,0.00000307696,-0.00000307696,0,,,,,2.61033183,0.13460043,-0.13460043,0,0.23287861,0.01200827,-0.01200827,0,,,,,,,,,,,,,,59.3669,,,0,707.96,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3433.00,86.00,-86.00,0,0.427953,0.012785,-0.012785,0,,,,,,,,,,4.896760,0.432223,-0.432223,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,57.75530000,0.18300000,-0.18190000,14.5400000,0.1000000,-0.1000000,9.9180000,0.0210000,-0.0210000,13.4339000,0.0005470,-0.0005470,2025-05-05,2017-07,2025-05-05
GJ 238 b,GJ 238,TIC 260708537,Gaia DR2 5482827676662168832,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.74470310000,0.00000300000,-0.00000300000,0,,,,,0.59181500,0.03445660,-0.03445660,0,0.05279829,0.00307402,-0.00307402,0,,,,,,,,,,,,,,107.2620,,,0,896.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3445.00,87.00,-87.00,0,0.430000,0.010000,-0.010000,0,,,,,,,,,,4.852430,0.061474,-0.061474,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.21420000,0.00710000,-0.00720000,11.6200000,0.1000000,-0.1000000,7.0300000,0.0230000,-0.0230000,10.5294000,0.0004630,-0.0004630,2025-05-05,2017-07,2025-05-05
GJ 806 b,GJ 806,TIC 239332587,Gaia DR2 2070115588901082368,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.92632370000,0.00000040000,-0.00000040000,0,,,,,1.67823000,0.07617650,-0.07617650,0,0.14972191,0.00679602,-0.00679602,0,,,,,,,,,,,,,,303.5470,,,0,1162.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3573.00,157.00,-157.00,0,0.430000,0.010000,-0.010000,0,,,,,,,,,,4.803760,0.004672,-0.004672,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.04450000,0.00435000,-0.00435000,10.7900000,0.1000000,-0.1000000,6.5330000,0.0160000,-0.0160000,9.8246100,0.0007590,-0.0007590,2025-05-05,2017-07,2025-05-05
TOI-654.01,TOI-654,TIC 35009898,Gaia DR2 3788670679927991296,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,1.52756570000,,,0,0.0210201460,,,0,2.37126000,0.12509700,-0.12509700,0,0.21132043,0.01114831,-0.01114831,0,,,,,,,,,,,,,,53.3454,,,0,748.54,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3433.00,,,0,0.430000,,,0,0.531219,,,0,,,,,,4.896760,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,57.75530000,0.18300000,-0.18190000,14.5400000,0.1000000,-0.1000000,9.9180000,0.0210000,-0.0210000,13.4339000,0.0005470,-0.0005470,2024-06-11,2024-05,2024-06-11
GJ 238 b,GJ 238,TIC 260708537,Gaia DR2 5482827676662168832,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.74469990000,0.00000190000,-0.00000180000,0,0.0212300000,0.0001600000,-0.0001700000,0,0.56600000,0.01400000,-0.01400000,0,0.05049522,0.00124900,-0.00124900,0,,,,,,,,,,,,,,,,,,758.00,16.00,-15.00,0,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.00,140.00,-140.00,0,0.431400,0.007500,-0.007100,0,0.419300,0.009500,-0.009800,0,0.1500,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.21420000,0.00710000,-0.00720000,11.6200000,0.1000000,-0.1000000,7.0300000,0.0230000,-0.0230000,10.5294000,0.0004630,-0.0004630,2024-08-07,2024-06,2024-08-07
TOI-1266 b,TOI-1266,TIC 467179528,Gaia DR2 1678074272650459008,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.89484209817,0.00001221557,-0.00001221557,0,,,,,2.46914140,0.28267094,-0.28267094,0,0.22028242,0.02521826,-0.02521826,0,,,,,,,,,,,,,,5.5137,,,0,390.82,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3618.00,157.00,-157.00,0,0.435666,0.012939,-0.012939,0,,,,,,,,,,4.794320,0.005376,-0.005376,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.01180000,0.02950000,-0.02950000,12.9410000,0.0490000,-0.0490000,8.8400000,0.0200000,-0.0200000,12.1222000,0.0002490,-0.0002490,2022-11-14,2017-07,2022-11-14
TOI-1266 c,TOI-1266,TIC 467179528,Gaia DR2 1678074272650459008,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,18.80161110998,0.00005320233,-0.00005320233,0,,,,,1.91122823,0.31726363,-0.31726363,0,0.17050866,0.02830441,-0.02830441,0,,,,,,,,,,,,,,2.6637,,,0,325.83,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3618.00,157.00,-157.00,0,0.435666,0.012939,-0.012939,0,,,,,,,,,,4.794320,0.005376,-0.005376,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.01180000,0.02950000,-0.02950000,12.9410000,0.0490000,-0.0490000,8.8400000,0.0200000,-0.0200000,12.1222000,0.0002490,-0.0002490,2022-11-14,2017-07,2022-11-14
TOI-1266 b,TOI-1266,TIC 467179528,Gaia DR2 1678074272650459008,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.89484100000,0.00001100000,-0.00001100000,0,0.0728000000,0.0011000000,-0.0011000000,0,2.62000000,0.11000000,-0.11000000,0,0.23374115,0.00981356,-0.00981356,0,4.23000000,0.69000000,-0.69000000,0,0.01330907,0.00217098,-0.00217098,0,Mass,0.220000,,,1,5.5000,1.1000,-1.0000,0,425.00,20.00,-19.00,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.00,157.00,-157.00,0,0.436000,0.013000,-0.013000,0,0.431000,0.020000,-0.020000,0,-0.1950,0.1150,-0.1150,0,[Fe/H],4.793000,0.032000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.01180000,0.02950000,-0.02950000,12.9410000,0.0490000,-0.0490000,8.8400000,0.0200000,-0.0200000,12.1222000,0.0002490,-0.0002490,2024-03-25,2024-01,2024-03-25
