# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Nov 17 10:16:43 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and st_teff < 4200
# CONSTRAINT:  and st_rad in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_dr3_id:    Gaia DR3 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,gaia_dr3_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-762 A b,TOI-762 A,Gaia DR3 5362352744504000256,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,3.47168260000,0.00000072000,-0.00000072000,0,0.0341800000,0.0006500000,-0.0006500000,0,8.33948164,0.19055267,-0.19055267,0,0.74400000,0.01700000,-0.01700000,0,79.77493016,13.34879309,-13.34879309,0,0.25100000,0.04200000,-0.04200000,0,Mass,0.083000,,,1,,,,,555.40,6.40,-6.40,0,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,,3266.00,36.00,-36.00,0,0.425000,0.009100,-0.009100,0,0.442000,0.025000,-0.025000,0,0.3570,0.0850,-0.0850,0,[Fe/H],4.827000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m17.94s,166.0747423,-47d49m17.39s,-47.8214964,98.44580000,0.43270000,-0.42910000,16.0000000,0.2000000,-0.2000000,11.0840000,0.0270000,-0.0270000,14.9535000,0.0004710,-0.0004710,2024-07-22,2024-07,2024-07-22
TOI-244 b,TOI-244,Gaia DR3 5001098681543159040,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.39722500000,0.00002600000,-0.00002300000,0,0.0559000000,0.0013000000,-0.0013000000,0,1.52000000,0.12000000,-0.12000000,0,0.13560555,0.01070570,-0.01070570,0,2.68000000,0.30000000,-0.30000000,0,0.00843222,0.00094391,-0.00094391,0,Mass,,,,,7.3000,0.4000,-0.4000,0,458.00,20.00,-20.00,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,M2.5 V,3433.00,100.00,-100.00,0,0.426000,0.025000,-0.025000,0,0.428000,0.029000,-0.029000,0,-0.3900,0.0700,-0.0700,0,[Fe/H],4.660000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h42m16.74s,10.5697537,-36d43m04.71s,-36.7179743,22.03370000,0.03340000,-0.03330000,12.8610000,0.0690000,-0.0690000,7.9700000,0.0290000,-0.0290000,11.5530000,0.0010170,-0.0010170,2023-10-09,2023-05,2023-10-09
TOI-654.01,TOI-654,Gaia DR3 3788670679927991296,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKUTA_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250716222I/abstract target=ref>Ikuta et al. 2025</a>,1.52756100000,0.00000100000,-0.00000100000,0,0.0194400000,0.0001500000,-0.0001500000,0,2.37800000,0.08900000,-0.08900000,0,0.21215132,0.00794006,-0.00794006,0,8.71000000,1.25000000,-1.25000000,0,0.02740472,0.00393294,-0.00393294,0,Mass,0.000000,,,0,65.0000,1.6000,-1.6000,0,794.00,15.00,-15.00,0,0,<a refstr=IKUTA_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250716222I/abstract target=ref>Ikuta et al. 2025</a>,M2 V,3521.00,33.00,-48.00,0,0.430000,0.013000,-0.013000,0,0.419000,0.009000,-0.009000,0,0.1200,0.1800,-0.1800,0,[Fe/H],4.793000,0.037000,-0.036000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m53.89s,164.7245509,-05d32m51.16s,-5.5475446,57.75530000,0.18300000,-0.18190000,14.5400000,0.1000000,-0.1000000,9.9180000,0.0210000,-0.0210000,13.4339000,0.0005470,-0.0005470,2025-08-14,2025-07,2025-08-14
GJ 238 b,GJ 238,Gaia DR3 5482827676662168832,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.74469990000,0.00000190000,-0.00000180000,0,0.0212300000,0.0001600000,-0.0001700000,0,0.56600000,0.01400000,-0.01400000,0,0.05049522,0.00124900,-0.00124900,0,,,,,,,,,,,,,,,,,,758.00,16.00,-15.00,0,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.00,140.00,-140.00,0,0.431400,0.007500,-0.007100,0,0.419300,0.009500,-0.009800,0,0.1500,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.21420000,0.00710000,-0.00720000,11.6200000,0.1000000,-0.1000000,7.0300000,0.0230000,-0.0230000,10.5294000,0.0004630,-0.0004630,2024-08-07,2024-06,2024-08-07
HD 260655 b,HD 260655,Gaia DR3 3359074685047632640,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953000000,0.00003000000,-0.00003000000,0,0.0293300000,0.0002400000,-0.0002400000,0,1.24000000,0.02300000,-0.02300000,0,0.11062558,0.00205193,-0.00205193,0,2.14000000,0.34000000,-0.34000000,0,0.00673319,0.00106976,-0.00106976,0,Mass,0.039000,0.043000,-0.023000,0,42.2000,0.7000,-0.7000,0,709.00,4.00,-4.00,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],5.200000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.00550000,0.00505000,-0.00505000,9.6300000,0.1000000,-0.1000000,5.8620000,0.0240000,-0.0240000,8.8760410,0.0005540,-0.0005540,2022-06-27,2022-04,2022-06-27
HD 260655 c,HD 260655,Gaia DR3 3359074685047632640,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588000000,0.00007000000,-0.00007000000,0,0.0474900000,0.0003900000,-0.0003900000,0,1.53300000,0.05100000,-0.04600000,0,0.13676533,0.00454992,-0.00410385,0,3.09000000,0.48000000,-0.48000000,0,0.00972223,0.00151025,-0.00151025,0,Mass,0.038000,0.036000,-0.022000,0,16.1000,0.3000,-0.3000,0,557.00,3.00,-3.00,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0,[Fe/H],5.200000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.00550000,0.00505000,-0.00505000,9.6300000,0.1000000,-0.1000000,5.8620000,0.0240000,-0.0240000,8.8760410,0.0005540,-0.0005540,2022-06-27,2022-04,2022-06-27
TOI-2095 b,TOI-2095,Gaia DR3 2268372099615724288,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,17.66484000000,0.00007000000,-0.00007000000,0,0.1010000000,0.0050000000,-0.0050000000,0,1.25000000,0.07000000,-0.07000000,0,0.11151772,0.00624499,-0.00624499,0,4.10000000,,,1,0.01290004,,,1,Mass,0.000000,,,0,3.4300,0.3100,-0.3100,0,347.00,9.00,-9.00,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.00,87.00,-87.00,0,0.440000,0.020000,-0.020000,0,0.440000,0.020000,-0.020000,0,-0.2400,0.0400,-0.0400,0,[Fe/H],5.110000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.91760000,0.05000000,-0.05000000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-08-22,2023-04,2023-08-22
TOI-2095 c,TOI-2095,Gaia DR3 2268372099615724288,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,28.17232000000,0.00014000000,-0.00014000000,0,0.1370000000,0.0060000000,-0.0060000000,0,1.33000000,0.08000000,-0.08000000,0,0.11865486,0.00713713,-0.00713713,0,7.40000000,,,1,0.02328300,,,1,Mass,0.000000,,,0,1.8400,0.1700,-0.1700,0,297.00,8.00,-8.00,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.00,87.00,-87.00,0,0.440000,0.020000,-0.020000,0,0.440000,0.020000,-0.020000,0,-0.2400,0.0400,-0.0400,0,[Fe/H],5.110000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.91760000,0.05000000,-0.05000000,13.1900000,0.2000000,-0.2000000,8.9880000,0.0150000,-0.0150000,12.0940000,0.0004210,-0.0004210,2023-08-22,2023-04,2023-08-22
TOI-198 b,TOI-198,Gaia DR3 2333676738050041728,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,10.21520000000,0.00006000000,-0.00006000000,0,0.1000000000,0.0060000000,-0.0060000000,0,1.44000000,0.08000000,-0.08000000,0,0.12846842,0.00713713,-0.00713713,0,,,,,,,,,,,,,,,,,,368.00,26.00,-26.00,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M0 V,3650.00,75.00,-75.00,0,0.441000,0.019000,-0.019000,0,0.467000,0.023000,-0.023000,0,-0.7000,0.5000,-0.5000,0,[Fe/H],4.750000,0.250000,-0.250000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,2.2715087,-27d07m18.28s,-27.1217452,23.72620000,0.02655000,-0.02655000,11.6880000,0.0140000,-0.0140000,7.8560000,0.0210000,-0.0210000,10.9187000,0.0006550,-0.0006550,2023-08-22,2023-03,2023-08-22
TOI-1634 b,TOI-1634,Gaia DR3 223158499179138432,1,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.98934550000,0.00000600000,-0.00000600000,0,,,,,1.77300000,0.07700000,-0.07700000,0,0.15817674,0.00686949,-0.00686949,0,7.57000000,0.71000000,-0.72000000,0,0.02381788,0.00223391,-0.00226537,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,,3472.00,70.00,-70.00,0,0.450000,0.016000,-0.016000,0,0.451000,0.015000,-0.015000,0,0.1900,0.1200,-0.1200,0,[Fe/H],4.787000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.27360000,0.05270000,-0.05260000,13.2170000,0.0430000,-0.0430000,8.6000000,0.0140000,-0.0140000,12.1965000,0.0002680,-0.0002680,2023-07-10,2022-09,2023-07-10
TOI-4479 b,TOI-4479,Gaia DR3 1841177820379504768,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,1.15890000000,0.00001000000,-0.00002000000,0,0.0164000000,0.0015000000,-0.0029000000,0,2.82000000,0.65000000,-0.63000000,0,0.25158398,0.05798922,-0.05620493,0,,,,,,,,,,,,,,92.5000,17.5000,-33.3000,0,861.00,64.00,-103.00,0,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M3.0,3400.00,100.00,-100.00,0,0.451000,0.085000,-0.085000,0,0.452000,0.090000,-0.090000,0,0.0000,,,-1,[Fe/H],4.500000,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.65320000,0.25740000,-0.25580000,15.1800000,0.2000000,-0.2000000,10.6470000,0.0190000,-0.0190000,14.1309000,0.0004990,-0.0004990,2022-06-27,2022-06,2022-06-27
TOI-1685 b,TOI-1685,Gaia DR3 252366608956186240,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924000,0.00000042000,-0.00000042000,0,0.0113800000,0.0003500000,-0.0003400000,0,1.46800000,0.05000000,-0.05100000,0,0.13096641,0.00446071,-0.00454992,0,3.03000000,0.33000000,-0.32000000,0,0.00953345,0.00103830,-0.00100683,0,Mass,0.000000,,,0,236.0000,15.0000,-15.0000,0,1062.00,27.00,-27.00,0,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575.00,53.00,-53.00,0,0.455500,0.012800,-0.012800,0,0.454000,0.018000,-0.018000,0,0.3000,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080,2024-08-07,2024-05,2024-08-07
TOI-6383 A b,TOI-6383 A,Gaia DR3 473934011733049856,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BERNAB_AMP_OGRAVE__ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..273B/abstract target=ref>Bernab&ograve; et al. 2024</a>,1.79058695000,0.00000087000,-0.00000086000,0,0.0229200000,0.0003700000,-0.0003700000,0,11.29000000,0.41000000,-0.37000000,0,1.00800000,0.03600000,-0.03300000,0,331.00000000,30.00000000,-30.00000000,0,1.04000000,0.09400000,-0.09400000,0,Mass,0.050000,0.042000,-0.033000,0,51.3000,6.3000,-6.3000,0,745.00,23.00,-23.00,0,0,<a refstr=BERNAB_AMP_OGRAVE__ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..273B/abstract target=ref>Bernab&ograve; et al. 2024</a>,M3,3444.00,88.00,-88.00,0,0.457000,0.019000,-0.019000,0,0.458000,0.011000,-0.011000,0,,,,,,4.810000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h01m41.93s,60.4246951,+60d53m28.92s,60.8913677,171.31900000,1.33300000,-1.31300000,16.6300000,0.2000000,-0.2000000,12.0870000,0.0210000,-0.0210000,15.6628000,0.0006710,-0.0006710,2025-01-09,2024-12,2025-01-09
GJ 367 b,GJ 367,Gaia DR3 5412250540681250560,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.32192250000,0.00000020000,-0.00000020000,0,0.0070900000,0.0002700000,-0.0002700000,0,0.69900000,0.02400000,-0.02400000,0,0.06236071,0.00214114,-0.00214114,0,0.63300000,0.05000000,-0.05000000,0,0.00199164,0.00015732,-0.00015732,0,Mass,0.060000,0.070000,-0.040000,0,579.0000,57.0000,-52.0000,0,1365.00,32.00,-32.00,0,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,[Fe/H],4.776000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.41263000,0.00283500,-0.00283500,10.1530000,0.0440000,-0.0440000,5.7800000,0.0200000,-0.0200000,9.1515900,0.0006500,-0.0006500,2023-08-10,2023-07,2023-08-10
